Nombre de sistema,Última comunicación,Versión de producto (Agent),Versión de producto (VirusScan Enterprise),Versión de DAT (VirusScan Enterprise),Tipo de SO,Versión de producto (Endpoint Security Threat Prevention),Versión de AMCore Content,Estado habilitado de OAS
P792284,14/11/18 15:10:33 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P792287,14/11/18 14:00:59 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3526.0,
P792288,20/09/18 18:53:28 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3472.0,
P792289,14/11/18 15:04:11 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P792928,13/11/18 22:00:47 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P793070,23/08/18 17:05:02 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3444.0,
P793083,14/11/18 15:47:14 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
P793095,14/11/18 15:38:41 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P793099,9/11/18 23:20:27 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3522.0,
P793103,1/11/18 16:18:56 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3509.0,
P793112,14/11/18 15:03:40 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P793113,14/11/18 15:43:47 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
P793116,14/11/18 14:03:39 CET,5.0.6.220,,,Windows 7,,,
P793120,14/11/18 15:10:19 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P793121,9/10/18 11:14:08 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3491.0,
P793123,13/11/18 23:10:43 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P793127,14/11/18 15:56:15 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P793129,9/11/18 15:03:11 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3522.0,
P793132,14/11/18 15:13:17 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3525.0,
P793133,14/11/18 15:07:42 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
P793136,14/11/18 15:22:05 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P793137,14/11/18 15:48:04 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P793143,14/11/18 15:44:44 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P793145,14/11/18 15:41:00 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
P793153,14/11/18 13:56:05 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3526.0,
P793156,14/11/18 2:43:27 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
P793160,14/11/18 15:41:57 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P793164,14/11/18 15:36:27 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
P793447,14/11/18 15:39:45 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P793463,15/08/18 18:59:27 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3436.0,
P793465,14/11/18 15:12:31 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P793467,12/09/18 1:53:37 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3463.0,
P793469,14/11/18 14:57:16 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
P793470,14/11/18 15:22:01 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3526.0,
P793473,15/10/18 18:17:38 CEST,5.0.6.220,,,Windows 7,10.5.2.2108,3497.0,
P793479,14/11/18 0:03:22 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P793481,15/10/18 12:33:28 CEST,5.0.6.220,,,Windows 10,10.5.3.3264,3497.0,
P793485,14/11/18 15:50:46 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P793487,13/09/18 22:08:43 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3465.0,
P793489,14/11/18 15:45:54 CET,5.0.6.220,,,Windows 7,,,
P793490,9/11/18 17:04:34 CET,5.0.6.220,,,Windows 7,,,
P793494,9/10/18 17:08:03 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3491.0,
P793578,14/11/18 15:15:41 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P793579,14/11/18 15:16:50 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P793583,14/11/18 15:40:07 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
P793588,14/11/18 15:40:25 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P793589,27/08/18 22:26:32 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3435.0,
P793596,23/08/18 16:15:36 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3443.0,
P793600,14/11/18 1:36:40 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3525.0,
P793605,7/09/18 20:19:15 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3459.0,
P793606,14/11/18 15:10:18 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P793607,9/10/18 16:23:12 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3491.0,
P793609,27/09/18 18:18:25 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3479.0,
P793627,14/11/18 15:34:02 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P793631,13/11/18 22:13:30 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P793634,14/11/18 15:54:12 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P793635,14/11/18 15:31:03 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P793636,14/11/18 9:16:28 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P793642,14/11/18 14:07:14 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P793650,16/10/18 0:23:11 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3497.0,
P793651,14/11/18 15:44:55 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P793653,13/11/18 22:50:27 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P793698,13/11/18 23:42:52 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P793699,15/10/18 15:48:13 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3497.0,
P793700,14/11/18 15:14:33 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P793701,14/11/18 15:41:53 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
P793706,14/11/18 15:21:07 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P793710,14/11/18 15:08:53 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P793713,20/09/18 0:42:17 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3471.0,
P793718,26/10/18 15:32:19 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3508.0,
P793719,14/11/18 13:51:57 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3526.0,
P793720,27/08/18 22:19:39 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3448.0,
P793933,14/11/18 15:14:36 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P793935,14/11/18 4:13:30 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P793937,14/11/18 2:23:03 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P793938,14/11/18 15:50:40 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P793939,14/11/18 15:57:06 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P793941,14/11/18 15:58:23 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P793942,6/11/18 19:02:39 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3515.0,
P793943,15/10/18 10:50:14 CEST,5.0.6.220,,,Windows 7,10.5.2.2108,3497.0,
P793945,6/09/18 16:08:26 CEST,5.0.6.220,,,Windows 7,10.5.2.2108,3458.0,
P793947,14/11/18 15:47:59 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P793948,14/11/18 15:03:27 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P793951,14/11/18 15:21:48 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P793953,13/11/18 19:39:19 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3526.0,
P793955,13/11/18 20:48:07 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P793957,26/10/18 15:58:05 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3507.0,
P793961,14/11/18 15:32:24 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P793962,14/11/18 15:54:07 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P793964,14/11/18 15:50:28 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3526.0,
P793967,14/11/18 3:00:30 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P793969,14/11/18 15:53:52 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P793972,13/11/18 15:18:14 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3514.0,
P793973,14/11/18 15:43:40 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P793974,14/11/18 15:41:46 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P793975,14/11/18 15:49:13 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P793977,14/11/18 15:33:53 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P793978,7/11/18 13:26:00 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3520.0,
P793979,14/11/18 15:48:55 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P793980,14/11/18 15:11:00 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
P793981,14/11/18 15:51:23 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P793983,14/11/18 15:43:08 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P793986,26/10/18 23:45:51 CEST,5.0.6.220,,,Windows 7,,,
P793989,9/11/18 21:39:58 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3522.0,
P793990,14/11/18 15:44:33 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P799061,14/11/18 15:07:14 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P799075,14/11/18 15:07:47 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P799077,14/09/18 23:31:56 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3466.0,
P799078,13/11/18 14:54:08 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3526.0,
P799080,14/11/18 15:10:11 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P799122,14/11/18 14:42:19 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P799123,14/11/18 15:10:54 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P799124,14/11/18 15:24:26 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3526.0,
P799125,1/11/18 11:53:36 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3514.0,
P799126,4/11/18 21:57:31 CET,5.0.6.220,,,Windows 7,,,
P799150,3/10/18 0:21:48 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3480.0,
P799231,14/11/18 15:50:49 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P799271,14/11/18 15:05:36 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P799379,13/11/18 16:50:26 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3521.0,
P799381,14/11/18 15:20:50 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P799382,14/11/18 15:32:04 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P799385,14/11/18 15:43:49 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P799387,14/11/18 1:01:05 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P799388,26/09/18 0:08:42 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3468.0,
P799389,14/11/18 15:39:19 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P799449,14/11/18 15:31:13 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P799492,14/11/18 15:37:56 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P799493,14/11/18 4:12:05 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P799494,14/11/18 15:22:02 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P799504,13/11/18 21:23:59 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3526.0,
P799507,12/11/18 23:18:26 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3523.0,
P799508,14/11/18 15:16:17 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P799514,14/11/18 15:25:07 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P799516,24/10/18 3:32:17 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3506.0,
P799519,14/11/18 1:01:16 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P799522,12/10/18 20:36:15 CEST,5.0.6.220,,,Windows 7,10.5.2.2108,3494.0,
P799531,5/10/18 22:02:43 CEST,5.0.6.220,,,Windows 7,10.5.2.2108,3487.0,
P799610,14/11/18 15:14:32 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P799670,27/09/18 18:56:29 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3479.0,
P799671,14/11/18 15:23:28 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P799879,15/09/18 18:27:25 CEST,5.0.6.220,,,Windows 7,10.5.2.2108,3453.0,
P799881,21/10/18 0:14:10 CEST,5.0.4.449,,,Windows 7,10.5.3.3264,3502.0,
P799941,14/11/18 3:00:00 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3513.0,
P799973,1/11/18 1:32:31 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3513.0,
P809206,10/11/18 12:51:34 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3523.0,
P809207,24/10/18 15:34:54 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3506.0,
P809209,14/11/18 15:44:16 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P809210,6/11/18 21:08:00 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3518.0,
P809212,14/11/18 15:22:08 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
P809213,14/11/18 15:54:46 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P809215,14/11/18 15:26:19 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P809217,14/11/18 15:23:34 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P809218,24/10/18 19:02:52 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3504.0,
P809220,14/11/18 15:31:02 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P809221,14/11/18 15:32:03 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
P809222,14/11/18 5:27:51 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P809223,21/09/18 0:16:49 CEST,5.0.6.220,,,Windows 7,10.2.0.619,3472.0,
P809225,14/11/18 4:20:01 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
P809226,10/10/18 4:38:48 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3492.0,
P809228,14/11/18 15:35:51 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
P809229,25/10/18 3:57:43 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3506.0,
P809231,10/11/18 0:34:26 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3522.0,
P809232,15/10/18 15:25:37 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3497.0,
P809233,15/10/18 17:24:56 CEST,5.0.6.220,,,Windows 7,10.5.2.2108,3493.0,
P809234,14/11/18 15:29:40 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P809235,14/11/18 14:59:22 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
P809236,14/11/18 15:11:36 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P809237,14/11/18 14:08:39 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P809238,18/09/18 16:25:19 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3470.0,
P809318,14/11/18 15:42:46 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
P809320,14/11/18 14:46:08 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P809323,10/10/18 18:19:29 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3492.0,
P809325,14/11/18 15:13:35 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P809327,14/11/18 6:56:11 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P809328,14/11/18 1:36:52 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P809329,29/10/18 15:35:46 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3511.0,
P809330,9/10/18 16:57:32 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3491.0,
P809331,3/09/18 17:50:21 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3455.0,
P809381,9/11/18 2:26:24 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3520.0,
P809383,13/11/18 23:09:06 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P809384,13/11/18 17:13:30 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3525.0,
P809387,27/09/18 18:03:32 CEST,5.0.6.220,,,Windows 7,10.5.2.2108,3479.0,
P809389,14/11/18 15:38:55 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P809393,14/11/18 15:24:33 CET,5.0.2.333,,,Windows 7,10.5.2.2108,3416.0,
P809394,14/11/18 14:05:47 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P809395,14/11/18 15:38:45 CET,5.0.6.220,,,Windows 10,10.5.3.3264,3527.0,
P809566,14/11/18 15:06:08 CET,5.0.6.220,,,Windows 10,10.5.3.3264,3527.0,
P809569,12/11/18 19:06:22 CET,5.0.6.220,,,Windows 10,10.5.3.3264,3525.0,
P809583,14/11/18 15:19:24 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P809584,14/11/18 15:48:27 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P809587,9/11/18 14:53:59 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3521.0,
P809588,14/11/18 15:38:45 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P809589,14/11/18 14:59:39 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P809591,31/10/18 22:26:27 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3506.0,
P809593,14/11/18 15:15:31 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P809595,14/11/18 15:51:09 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P809596,14/11/18 1:57:35 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P809597,14/11/18 2:22:45 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P809601,14/11/18 15:49:29 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P809602,9/11/18 22:51:57 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3522.0,
P809605,14/11/18 15:48:15 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P809607,1/10/18 17:12:00 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3483.0,
P809609,14/11/18 1:49:10 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P809610,14/11/18 15:10:36 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P809611,14/11/18 15:20:58 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P809612,14/11/18 15:55:00 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
P809623,14/11/18 15:29:26 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P809624,14/11/18 15:07:25 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P809627,14/11/18 15:42:33 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P809628,14/11/18 15:51:48 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P809630,14/11/18 15:47:34 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P809631,14/11/18 15:01:37 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3525.0,
P809635,14/11/18 15:50:37 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P809646,14/11/18 15:14:35 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P809647,14/11/18 15:26:48 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P809648,14/11/18 15:23:13 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P809653,14/11/18 4:33:32 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P809654,14/11/18 15:51:30 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P809655,9/10/18 18:16:12 CEST,5.0.6.220,,,Windows 7,10.5.3.3264,3491.0,
P809657,14/11/18 15:54:22 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P809659,14/11/18 15:25:21 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P809660,10/11/18 18:35:50 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3523.0,
P809662,14/11/18 15:02:21 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P809663,14/11/18 15:20:12 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P809664,14/11/18 13:14:06 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P809665,14/11/18 15:20:41 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P809667,14/11/18 15:38:08 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P809675,14/11/18 15:12:15 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P809676,14/11/18 15:14:23 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P809678,14/11/18 15:10:19 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P809679,14/11/18 15:08:06 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P809681,14/11/18 15:48:09 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P809682,14/11/18 15:40:31 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
P809683,2/11/18 16:28:21 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3515.0,
P809684,14/11/18 15:52:22 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P809687,14/11/18 15:11:44 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P809689,14/11/18 15:07:29 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P809690,5/11/18 3:15:32 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3518.0,
P809693,14/11/18 15:44:02 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P809694,14/11/18 15:02:45 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
P809695,14/11/18 1:43:04 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P809696,14/11/18 15:09:49 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P809697,14/11/18 15:51:57 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P809698,14/11/18 15:15:36 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P809699,2/11/18 22:15:21 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3515.0,
P809700,14/11/18 15:05:25 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P809701,14/11/18 15:05:23 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P809702,3/11/18 1:10:36 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3515.0,
P809703,14/11/18 15:13:04 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P809706,14/11/18 15:39:58 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P809707,14/11/18 15:24:32 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P809709,14/11/18 15:14:28 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P809843,12/11/18 23:48:36 CET,5.0.6.220,,,Windows 10,10.5.3.3264,3526.0,
P809856,14/11/18 15:25:02 CET,5.0.6.220,,,Windows 10,10.5.3.3264,3527.0,
P809858,13/11/18 23:23:50 CET,5.0.6.220,,,Windows 10,10.5.3.3264,3526.0,
P809859,14/11/18 15:24:43 CET,5.0.6.220,,,Windows 10,10.5.3.3264,3527.0,
P809861,14/11/18 15:31:47 CET,5.0.6.220,,,Windows 10,10.5.3.3264,3527.0,
P809862,9/10/18 18:01:52 CEST,5.0.6.220,,,Windows 10,10.5.3.3264,3491.0,
P809863,25/09/18 18:27:42 CEST,5.0.6.220,,,Windows 10,10.5.3.3264,3477.0,
P809864,14/11/18 4:27:20 CET,5.0.6.220,,,Windows 10,10.5.3.3264,3527.0,
P809866,9/10/18 17:06:05 CEST,5.0.6.220,,,Windows 10,,,
P809867,13/11/18 22:24:57 CET,5.0.6.220,,,Windows 10,10.5.3.3264,3526.0,
P809869,14/11/18 14:10:31 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P809870,14/11/18 15:06:30 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P809871,14/11/18 15:27:30 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P810550,14/11/18 15:12:36 CET,5.0.6.220,,,Windows 7,10.5.2.2108,3527.0,
P810551,14/11/18 15:56:57 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P810552,14/11/18 15:50:13 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P810553,14/11/18 4:05:20 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P810554,14/11/18 7:12:12 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P810555,13/11/18 23:19:39 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P810556,14/11/18 2:51:54 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3526.0,
P810558,29/10/18 16:11:10 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3511.0,
P810559,14/11/18 15:10:07 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P810741,12/11/18 22:43:02 CET,5.0.6.220,,,Windows 10,10.5.2.2108,3518.0,
P810862,14/11/18 15:30:56 CET,5.0.6.220,,,Windows 10,10.5.3.3264,3527.0,
P823196,14/11/18 15:17:20 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
P823200,14/11/18 15:55:13 CET,5.0.6.220,,,Windows 7,10.5.3.3264,3527.0,
